module	imports	source
core:render_renderer	core:renderer_mesh_gl	src/Render/Renderer.cppm
core:render_renderer	core:renderer_settings	src/Render/Renderer.cppm
core:render_renderer	core:rhi	src/Render/Renderer.cppm
core:render_renderer	core:thread_affinity	src/Render/Renderer.cppm
core:render_scene_extractor	core:render_frame_view	src/Render/Frame/RenderSceneExtractor.cppm
core:render_scene_extractor	core:scene	src/Render/Frame/RenderSceneExtractor.cppm
core:render_scheduler	core:render_command_queue	src/Render/RenderScheduler.cppm
core:renderer_dx12	core:common_DX12_Structs	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:debug_draw	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:debug_draw_renderer_dx12	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:debug_text	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:debug_text_renderer_dx12	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:file_system	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:hash_utils	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:math_utils	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:mesh	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:render_core	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:render_frame_view	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:render_graph	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:renderer_settings	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:rhi	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:scene	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:scene_bridge	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:skinned_mesh	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:thread_affinity	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_dx12	core:visibility	src/Render/DirectX12/DirectX12Renderer.cppm
core:renderer_mesh_gl	core:file_system	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:math_utils	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:mesh	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:render_core	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:render_frame_view	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:render_graph	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:renderer_settings	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:rhi	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:scene	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_mesh_gl	core:visibility	src/Render/OpenGL/OpenGLRenderer.cppm
core:renderer_settings	core:rhi	src/Render/RendererSettings.cppm
core:resource_manager	core:resource_manager_core	src/Assets/ResourceManager.ixx
core:resource_manager	core:resource_manager_mesh	src/Assets/ResourceManager.ixx
core:resource_manager	core:resource_manager_texture	src/Assets/ResourceManager.ixx
core:resource_manager_mesh	core:assimp_loader	src/Assets/ResourceManager_mesh.cppm
core:resource_manager_mesh	core:file_system	src/Assets/ResourceManager_mesh.cppm
core:resource_manager_mesh	core:math_utils	src/Assets/ResourceManager_mesh.cppm
core:resource_manager_mesh	core:mesh	src/Assets/ResourceManager_mesh.cppm
core:resource_manager_mesh	core:obj_loader	src/Assets/ResourceManager_mesh.cppm
core:resource_manager_mesh	core:resource_manager_core	src/Assets/ResourceManager_mesh.cppm
core:resource_manager_mesh	core:string_utils	src/Assets/ResourceManager_mesh.cppm
core:resource_manager_texture	core:resource_manager_core	src/Assets/ResourceManager_texture.cppm
core:rhi_dx12	core:dx12_core	src/Render/DirectX12/DirectX12RHI.cppm
core:rhi_dx12	core:rhi	src/Render/DirectX12/DirectX12RHI.cppm
core:rhi_dx12	core:thread_affinity	src/Render/DirectX12/DirectX12RHI.cppm
core:rhi_gl	core:rhi	src/Render/OpenGL/OpenGLRHI.cppm
core:scene	core:EnTTHelpers	src/Scene/Scene.cppm
core:scene	core:animation_clip	src/Scene/Scene.cppm
core:scene	core:animation_controller	src/Scene/Scene.cppm
core:scene	core:animator	src/Scene/Scene.cppm
core:scene	core:math_utils	src/Scene/Scene.cppm
core:scene	core:resource_manager_mesh	src/Scene/Scene.cppm
core:scene	core:rhi	src/Scene/Scene.cppm
core:scene	core:skinned_mesh	src/Scene/Scene.cppm
core:scene_bridge	core:rhi	src/Render/Scene/SceneBridge.cppm
core:scene_bridge	core:scene	src/Render/Scene/SceneBridge.cppm
core:shader_files	core:file_system	src/Render/Shader/ShaderFiles.cppm
core:shader_files	core:rhi	src/Render/Shader/ShaderFiles.cppm
core:skeleton	core:math_utils	src/Animation/Assets/Skeleton.cppm
core:skinned_mesh	core:animation_clip	src/Render/Model/SkinnedMesh.cppm
core:skinned_mesh	core:math_utils	src/Render/Model/SkinnedMesh.cppm
core:skinned_mesh	core:rhi	src/Render/Model/SkinnedMesh.cppm
core:skinned_mesh	core:skeleton	src/Render/Model/SkinnedMesh.cppm
core:sync	core:rhi	src/Render/Sync.cppm
core:texture_decoder_stb	core:file_system	src/Render/Decoders/TextureDecoderSTB.cppm
core:texture_decoder_stb	core:resource_manager_core	src/Render/Decoders/TextureDecoderSTB.cppm
core:texture_decoder_stb	core:rhi	src/Render/Decoders/TextureDecoderSTB.cppm
core:visibility	core:math_utils	src/Render/Scene/Visibility.cppm
core:visibility	core:resource_manager_mesh	src/Render/Scene/Visibility.cppm
core:visibility	core:skinned_mesh	src/Render/Scene/Visibility.cppm
core:win32_input	core:input	src/Input/Win32Input.cppm
core:win32_input	core:input_core	src/Input/Win32Input.cppm
